Valores Confirmados;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO;
25-10-19;46.463,94;3,89045E+12;48.630,57;4,81083E+12;49.620,94;5,79454E+12;47.889,73;1,15435E+12;45.070,84;4,52231E+11;48.416,56;3,93293E+12;49.880,51;424512558
26-10-19;46.463,94;3,89045E+12;48.630,57;4,81083E+12;49.620,94;5,79454E+12;47.889,73;1,15435E+12;45.070,84;4,52231E+11;48.416,56;3,93293E+12;49.880,51;424512558
27-10-19;46.463,94;3,89045E+12;48.630,57;4,81083E+12;49.620,94;5,79454E+12;47.889,73;1,15435E+12;45.070,84;4,52231E+11;48.416,56;3,93293E+12;49.880,51;424512558
28-10-19;46.646,78;3,90873E+12;48.826,67;4,83095E+12;49.840,09;5,82103E+12;48.063,64;1,15867E+12;45.249,81;4,54074E+11;48.614,16;3,94978E+12;50.056,36;426025696
29-10-19;46.791,40;3,92298E+12;48.982,26;4,8486E+12;49.985,70;5,84073E+12;48.228,69;1,16325E+12;45.387,54;4,55772E+11;48.769,65;3,95908E+12;50.298,15;428083562
30-10-19;46.744,30;3,92374E+12;48.943,62;4,83682E+12;49.933,00;5,83076E+12;48.200,56;1,16261E+12;45.347,41;4,55287E+11;48.753,55;3,95199E+12;50.164,60;426947896
31-10-19;46.744,30;3,92374E+12;48.943,62;4,83682E+12;49.933,00;5,83076E+12;48.200,56;1,16261E+12;45.347,41;4,55287E+11;48.753,55;3,95199E+12;50.164,60;426947896
01-11-19;46.744,30;3,92374E+12;48.943,62;4,83682E+12;49.933,00;5,83076E+12;48.200,56;1,16261E+12;45.347,41;4,55287E+11;48.753,55;3,95199E+12;50.164,60;426947896
02-11-19;46.744,30;3,92374E+12;48.943,62;4,83682E+12;49.933,00;5,83076E+12;48.200,56;1,16261E+12;45.347,41;4,55287E+11;48.753,55;3,95199E+12;50.164,60;426947896
03-11-19;46.744,30;3,92374E+12;48.943,62;4,83682E+12;49.933,00;5,83076E+12;48.200,56;1,16261E+12;45.347,41;4,55287E+11;48.753,55;3,95199E+12;50.164,60;426947896
04-11-19;47.083,99;3,95701E+12;49.301,75;4,86894E+12;50.330,95;5,8856E+12;48.549,77;1,17044E+12;45.679,59;4,61959E+11;49.126,60;3,97742E+12;50.774,15;2058857082
05-11-19;47.548,64;4,00764E+12;49.792,93;4,92099E+12;50.818,95;5,94735E+12;49.085,08;1,18558E+12;46.139,05;4,67557E+11;49.622,55;4,0204E+12;51.306,14;2109654714
06-11-19;47.862,65;4,03873E+12;50.120,62;4,96048E+12;51.056,96;5,97481E+12;49.456,02;1,19475E+12;46.466,08;4,71044E+11;49.999,76;4,05473E+12;51.684,45;2125247427
07-11-19;47.515,83;4,01383E+12;49.758,67;4,92753E+12;50.671,61;5,93624E+12;49.111,69;1,18644E+12;46.136,43;4,67987E+11;49.657,06;4,02736E+12;51.350,88;2111695165
08-11-19;47.521,62;4,02437E+12;49.774,87;4,92581E+12;50.693,21;5,95133E+12;49.109,93;1,1884E+12;46.136,28;4,68337E+11;49.661,06;4,03099E+12;51.295,95;2366209108
09-11-19;47.521,62;4,02437E+12;49.774,87;4,92581E+12;50.693,21;5,95133E+12;49.109,93;1,1884E+12;46.136,28;4,68337E+11;49.661,06;4,03099E+12;51.295,95;2366209108
10-11-19;47.521,62;4,02437E+12;49.774,87;4,92581E+12;50.693,21;5,95133E+12;49.109,93;1,1884E+12;46.136,28;4,68337E+11;49.661,06;4,03099E+12;51.295,95;2366209108
11-11-19;47.666,86;4,04683E+12;49.939,19;4,94802E+12;50.849,73;5,97337E+12;49.287,15;1,19536E+12;46.292,24;4,70696E+11;49.826,64;4,04915E+12;51.474,03;2374444721
12-11-19;47.846,12;4,0813E+12;50.110,21;4,98153E+12;51.050,95;6,01999E+12;49.460,76;1,20334E+12;46.464,90;4,7359E+11;50.013,61;4,0735E+12;51.540,48;2396615726
13-11-19;48.817,52;4,1998E+12;51.143,16;5,11669E+12;52.057,23;6,17128E+12;50.579,19;1,23709E+12;47.433,51;4,85027E+11;51.079,81;4,17565E+12;52.568,28;2536886966
14-11-19;48.917,44;4,2224E+12;51.257,79;5,15283E+12;52.198,62;6,21365E+12;50.726,80;1,2473E+12;47.548,88;4,87486E+11;51.210,05;4,19888E+12;52.666,35;2577961963
15-11-19;49.218,62;4,42587E+12;51.529,09;5,36168E+12;52.511,49;6,51562E+12;51.068,49;1,31783E+12;47.831,13;5,03856E+11;51.525,71;4,28431E+12;52.906,82;4667493339
16-11-19;49.218,62;4,42587E+12;51.529,09;5,36168E+12;52.511,49;6,51562E+12;51.068,49;1,31783E+12;47.831,13;5,03856E+11;51.525,71;4,28431E+12;52.906,82;4667493339
17-11-19;49.218,62;4,42587E+12;51.529,09;5,36168E+12;52.511,49;6,51562E+12;51.068,49;1,31783E+12;47.831,13;5,03856E+11;51.525,71;4,28431E+12;52.906,82;4667493339
18-11-19;49.098,27;4,53446E+12;51.474,92;5,49441E+12;52.373,51;6,76643E+12;50.876,49;1,37609E+12;47.716,93;5,12904E+11;51.371,26;4,3354E+12;52.856,14;4764140900
19-11-19;48.771,53;4,56263E+12;51.152,38;5,52305E+12;52.019,54;6,90922E+12;50.551,87;1,4212E+12;47.411,95;5,15896E+11;51.029,13;4,34524E+12;52.561,13;4829163532
20-11-19;49.200,83;4,65329E+12;51.585,09;5,63127E+12;52.466,93;7,058E+12;50.982,62;1,45416E+12;47.843,97;5,25311E+11;51.490,70;4,41388E+12;52.956,03;4891945760
21-11-19;49.670,94;4,69743E+12;52.090,36;5,7146E+12;52.981,18;7,16085E+12;51.460,24;1,47592E+12;48.301,39;5,32367E+11;51.993,09;4,47242E+12;53.465,05;4942316594
22-11-19;49.469,08;4,70497E+12;51.868,11;5,7259E+12;52.772,72;7,17972E+12;51.254,02;1,48257E+12;48.102,43;5,33298E+11;51.782,12;4,47808E+12;53.252,46;4868504189
23-11-19;49.469,08;4,70497E+12;51.868,11;5,7259E+12;52.772,72;7,17972E+12;51.254,02;1,48257E+12;48.102,43;5,33298E+11;51.782,12;4,47808E+12;53.252,46;4868504189
24-11-19;49.469,08;4,70497E+12;51.868,11;5,7259E+12;52.772,72;7,17972E+12;51.254,02;1,48257E+12;48.102,43;5,33298E+11;51.782,12;4,47808E+12;53.252,46;4868504189
25-11-19;49.561,21;4,73752E+12;51.953,37;5,76357E+12;52.860,36;7,24364E+12;51.342,48;1,49551E+12;48.186,25;5,36317E+11;51.882,06;4,50338E+12;53.336,43;5020250744
26-11-19;49.519,19;4,72089E+12;51.904,74;5,77495E+12;52.819,08;7,264E+12;51.324,70;1,50347E+12;48.144,77;5,39047E+11;51.831,08;4,5099E+12;53.318,96;5056544899
27-11-19;49.402,62;4,70641E+12;51.784,13;5,77967E+12;52.732,27;7,2706E+12;51.230,63;1,50854E+12;48.045,50;5,39807E+11;51.723,23;4,51146E+12;53.189,50;5192874170
28-11-19;50.046,70;4,70236E+12;52.517,20;5,74407E+12;53.437,23;7,15046E+12;51.877,80;1,463E+12;48.712,75;5,44579E+11;52.438,89;4,52786E+12;53.900,69;5282275465
29-11-19;50.899,75;4,65944E+12;53.446,63;5,75994E+12;54.419,78;7,0703E+12;52.779,73;1,44792E+12;49.550,93;5,44346E+11;53.396,40;4,58981E+12;54.827,40;5395674451
30-11-19;50.899,75;4,65944E+12;53.446,63;5,75994E+12;54.419,78;7,0703E+12;52.779,73;1,44792E+12;49.550,93;5,44346E+11;53.396,40;4,58981E+12;54.827,40;5395674451
01-12-19;50.899,75;4,65944E+12;53.446,63;5,75994E+12;54.419,78;7,0703E+12;52.779,73;1,44792E+12;49.550,93;5,44346E+11;53.396,40;4,58981E+12;54.827,40;5395674451
02-12-19;50.029,07;4,56895E+12;52.494,66;5,65304E+12;53.438,86;6,88425E+12;51.865,51;1,41561E+12;48.684,22;5,3589E+11;52.449,47;4,50967E+12;53.923,35;8064047948
03-12-19;49.628,36;4,55133E+12;52.044,32;5,59472E+12;52.958,31;6,82248E+12;51.409,05;1,40213E+12;48.280,91;5,3153E+11;51.988,33;4,47257E+12;53.398,86;8014831840
04-12-19;49.376,49;4,54501E+12;51.763,73;5,56511E+12;52.686,11;6,77759E+12;51.139,12;1,39638E+12;48.024,21;5,29448E+11;51.705,32;4,44843E+12;53.159,41;8029746280
05-12-19;49.399,84;4,54839E+12;51.790,25;5,5687E+12;52.656,42;6,76746E+12;51.140,10;1,39728E+12;48.037,87;5,29858E+11;51.713,63;4,4438E+12;53.153,39;8042753050
06-12-19;49.185,96;4,53644E+12;51.561,90;5,54854E+12;52.381,47;6,73315E+12;50.925,15;1,3931E+12;47.829,88;5,28161E+11;51.458,53;4,42516E+12;52.970,72;8088988256
07-12-19;49.185,96;4,53644E+12;51.561,90;5,54854E+12;52.381,47;6,73315E+12;50.925,15;1,3931E+12;47.829,88;5,28161E+11;51.458,53;4,42516E+12;52.970,72;8088988256
08-12-19;49.185,96;4,53644E+12;51.561,90;5,54854E+12;52.381,47;6,73315E+12;50.925,15;1,3931E+12;47.829,88;5,28161E+11;51.458,53;4,42516E+12;52.970,72;8088988256
09-12-19;49.231,90;4,52021E+12;51.615,63;5,55456E+12;52.454,42;6,74459E+12;50.989,14;1,3964E+12;47.880,76;5,29171E+11;51.501,12;4,4292E+12;53.100,57;8197641694
10-12-19;48.859,66;4,48086E+12;51.228,73;5,51884E+12;52.030,15;6,7091E+12;50.617,72;1,39127E+12;47.532,51;5,26795E+11;51.125,72;4,40231E+12;52.652,28;7756898798
11-12-19;49.156,92;4,51142E+12;51.546,20;5,5627E+12;52.334,47;6,7614E+12;50.922,65;1,40374E+12;47.817,08;5,30819E+11;51.445,61;4,43441E+12;53.015,01;7749121554
12-12-19;49.158,49;4,51661E+12;51.557,66;5,5758E+12;52.349,12;6,77021E+12;50.937,09;1,40744E+12;47.822,14;5,31933E+11;51.458,65;4,44095E+12;53.032,15;7827400292
13-12-19;49.297,17;4,53341E+12;51.718,35;5,59687E+12;52.492,28;6,8006E+12;51.081,16;1,41362E+12;47.976,79;5,34474E+11;51.605,67;4,45785E+12;53.219,63;7886453122
14-12-19;49.297,17;4,53341E+12;51.718,35;5,59687E+12;52.492,28;6,8006E+12;51.081,16;1,41362E+12;47.976,79;5,34474E+11;51.605,67;4,45785E+12;53.219,63;7886453122
15-12-19;49.297,17;4,53341E+12;51.718,35;5,59687E+12;52.492,28;6,8006E+12;51.081,16;1,41362E+12;47.976,79;5,34474E+11;51.605,67;4,45785E+12;53.219,63;7886453122
16-12-19;49.599,15;4,55681E+12;52.041,01;5,62245E+12;52.822,76;6,85005E+12;51.420,38;1,42486E+12;48.275,72;5,41087E+11;51.930,78;4,50601E+12;53.470,56;9992971222
17-12-19;49.580,95;4,55715E+12;52.016,51;5,62456E+12;52.807,86;6,85616E+12;51.387,23;1,42535E+12;48.247,23;5,41116E+11;51.914,97;4,51109E+12;53.495,64;9862827607
18-12-19;49.366,96;4,55266E+12;51.813,20;5,60434E+12;52.586,57;6,83142E+12;51.185,48;1,41968E+12;48.065,56;5,39128E+11;51.706,72;4,49294E+12;53.309,26;9837189797
19-12-19;49.128,43;4,54845E+12;51.547,64;5,58049E+12;52.319,76;6,80962E+12;50.935,39;1,41469E+12;47.806,88;5,36363E+11;51.443,40;4,47345E+12;53.031,29;9881296198
20-12-19;49.110,09;4,41362E+12;51.560,32;5,44243E+12;52.296,91;6,59049E+12;50.937,58;1,35008E+12;47.815,90;5,17534E+11;51.453,14;4,36464E+12;53.053,85;9400730724
21-12-19;49.110,09;4,41362E+12;51.560,32;5,44243E+12;52.296,91;6,59049E+12;50.937,58;1,35008E+12;47.815,90;5,17534E+11;51.453,14;4,36464E+12;53.053,85;9400730724
22-12-19;49.110,09;4,41362E+12;51.560,32;5,44243E+12;52.296,91;6,59049E+12;50.937,58;1,35008E+12;47.815,90;5,17534E+11;51.453,14;4,36464E+12;53.053,85;9400730724
23-12-19;49.037,92;4,28506E+12;51.484,25;5,30479E+12;52.243,53;6,39582E+12;50.868,82;1,2886E+12;47.748,44;5,0958E+11;51.386,21;4,31795E+12;52.940,87;9348332233
24-12-19;49.280,52;4,17963E+12;51.724,91;5,20162E+12;52.486,77;6,2437E+12;51.119,77;1,23488E+12;47.982,88;5,07346E+11;51.633,84;4,30766E+12;53.188,28;9178891507
25-12-19;49.280,52;4,17963E+12;51.724,91;5,20162E+12;52.486,77;6,2437E+12;51.119,77;1,23488E+12;47.982,88;5,07346E+11;51.633,84;4,30766E+12;53.188,28;9178891507
26-12-19;49.109,89;4,11938E+12;51.544,85;5,13853E+12;52.320,43;6,04089E+12;50.930,64;1,2143E+12;47.817,42;5,03132E+11;51.455,86;4,27261E+12;53.020,33;9160253736
27-12-19;48.904,41;4,09471E+12;51.355,95;5,10952E+12;52.115,17;5,95749E+12;50.717,64;1,2057E+12;47.631,37;5,00441E+11;51.253,87;4,24644E+12;52.809,97;9135383998
28-12-19;48.904,41;4,09471E+12;51.355,95;5,10952E+12;52.115,17;5,95749E+12;50.717,64;1,2057E+12;47.631,37;5,00441E+11;51.253,87;4,24644E+12;52.809,97;9135383998
29-12-19;48.904,41;4,09471E+12;51.355,95;5,10952E+12;52.115,17;5,95749E+12;50.717,64;1,2057E+12;47.631,37;5,00441E+11;51.253,87;4,24644E+12;52.809,97;9135383998
30-12-19;48.942,23;4,09038E+12;51.431,49;5,10077E+12;52.171,78;5,93192E+12;50.764,99;1,2033E+12;47.683,22;4,99057E+11;51.331,32;4,23612E+12;52.865,72;9002209233
31-12-19;48.914,38;4,07544E+12;51.398,91;5,09577E+12;52.141,66;5,92828E+12;50.732,63;1,20218E+12;47.650,90;4,98737E+11;51.292,03;4,23286E+12;52.831,96;8902967458
